ID,ENDOR||PRODUCT,ENDOR||PRODUCT,VENDOR,PRODUCT,PRONAME,ANOTHERNAME,LANGUAGE,CLUE URL,LICENSE,DOWNLOAD1,DOWNLOAD2,DOWNLOAD3,DOWNLOAD4,DOWNLOAD5,openhub,备注,,,,,,
3856,  jeeblestechnology||jeebles_directory,,jeeblestechnology,jeebles_directory,Jeebles Directory,,PHP,https://www.openhub.net/p/jeeblesdirectory,LGPL,http://jeeblesdirectory.googlecode.com/svn/trunk,,,,,,,,,,,,
3857,  kame||kame,,kame,kame,KAME,,C,https://github.com/kame/kame,,git://github.com/kame/kame.git,,,,,,,,,,,,
3858,  kcwiki||kcwiki,,kcwiki,kcwiki,KCWiki,,PHP,https://www.openhub.net/p/kcwiki,LGPL,http://kcwiki.googlecode.com/svn/trunk,,,,,,,,,,,,
3859,  deluge_team||deluge,,deluge_team,deluge,Deluge,,Python,https://www.openhub.net/p/deluge,GPL-3.0+,git://deluge-torrent.org/deluge,,,,,,,,,,,,
3860,  licq||licq,,licq,licq,licq,,C++,https://www.openhub.net/p/licq,GPL-2.0+,git://github.com/licq-im/licq.git,,,,,,,,,,,,
3861,,,linux,direct_connect,linuxdcpp,Linux DC++,C++,https://www.openhub.net/p/linuxdcpp,GPL-2.0+,http://bazaar.launchpad.net/~linuxdcpp-team/linuxdcpp/trunk,,,,,,,,,,,,
3862,  gerrit_van_aaken||loudblog  loudblog||loudblog,  gerrit_van_aaken||loudblog  loudblog||loudblog,gerrit_van_aaken,loudblog,Loudblog,,PHP,http://sourceforge.net/projects/loudblog/,GNU General Public License,https://svn.code.sf.net/p/loudblog/code/lbng,,,,,,,,,,,,
3863,  gerrit_van_aaken||loudblog  loudblog||loudblog,  gerrit_van_aaken||loudblog  loudblog||loudblog,loudblog,loudblog,Loudblog,,PHP,http://sourceforge.net/projects/loudblog/,GNU General Public License,https://svn.code.sf.net/p/loudblog/code/lbng,,,,,,,,,,,,
3864,  ltsp||linux_terminal_server_project,,ltsp,linux_terminal_server_project,LTSP,Linux Terminal Server Project,C,https://www.openhub.net/p/ltsp,GPL-2.0+,http://bazaar.launchpad.net/~ltsp-upstream/ltsp/ltsp-trunk,,,,,,,,,,,,
3865,  julien_plesniak||lulieblog  julian_pawlowski||lulieblog,  julien_plesniak||lulieblog  julian_pawlowski||lulieblog,julien_plesniak,lulieblog,LulieBlog,,PHP,http://sourceforge.net/projects/lulieblog/,PHP License,http://sourceforge.net/projects/lulieblog/files/,,,,,,,,,,,,
3866,  julien_plesniak||lulieblog  julian_pawlowski||lulieblog,  julien_plesniak||lulieblog  julian_pawlowski||lulieblog,julian_pawlowski,lulieblog,LulieBlog,,PHP,http://sourceforge.net/projects/lulieblog/,PHP License,http://sourceforge.net/projects/lulieblog/files/,,,,,,,,,,,,
3867,  gnu||mailman  mailman||mailman  kjtechforce||mailman,  gnu||mailman  mailman||mailman  kjtechforce||mailman,gnu,mailman,Mailman,,Python,https://www.openhub.net/p/mailman,GPL-2.0+,https://code.launchpad.net/~mailman-coders/mailman/3.0,https://svn.code.sf.net/p/mailman/code/trunk,,,,,,,,,,,
3868,  gnu||mailman  mailman||mailman  kjtechforce||mailman,  gnu||mailman  mailman||mailman  kjtechforce||mailman,mailman,mailman,Mailman,,Python,https://www.openhub.net/p/mailman,GPL-2.0+,https://code.launchpad.net/~mailman-coders/mailman/3.0,https://svn.code.sf.net/p/mailman/code/trunk,,,,,,,,,,,
3869,  mapbender||mapbender,,mapbender,mapbender,Mapbender,,"PHP,JavaScript",https://github.com/mapbender/mapbender,The MIT License,git://github.com/mapbender/mapbender.git,https://svn.osgeo.org/mapbender/trunk/,,,,,,,,,,,
3870,  mysql||maxdb  sap||maxdb,  mysql||maxdb  sap||maxdb,mysql,maxdb,MaxDB,,"C,C++",https://www.openhub.net/p/4548,,:pserver:anonymous:@cvs.sap.com:/cvsroots/sapdb maxdb-dev,,,,,,,,,,,,
3871,  mysql||maxdb  sap||maxdb,  mysql||maxdb  sap||maxdb,sap,maxdb,MaxDB,,"C,C++",https://www.openhub.net/p/4548,,:pserver:anonymous:@cvs.sap.com:/cvsroots/sapdb maxdb-dev,,,,,,,,,,,,
3872,  maxsite||maxsite  geniuscyber||maxsite,  maxsite||maxsite  geniuscyber||maxsite,maxsite,maxsite,MAXSITE,,PHP,https://www.openhub.net/p/maxsite,GPL-2.0+,http://maxsite.googlecode.com/svn/trunk,,,,,,,,,,,,
3873,  maxsite||maxsite  geniuscyber||maxsite,  maxsite||maxsite  geniuscyber||maxsite,geniuscyber,maxsite,MAXSITE,,PHP,https://www.openhub.net/p/maxsite,GPL-2.0+,http://maxsite.googlecode.com/svn/trunk,,,,,,,,,,,,
3874,  meltingicefs||meltingice_file_system,,meltingicefs,meltingice_file_system,MeltingIce File System,,"PHP,PL/SQL",http://sourceforge.net/projects/meltingicefs/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/meltingicefs/code/admin,,,,,,,,,,,,
3875,  mercurial||mercurial,,mercurial,mercurial,Mercurial,,Perl,https://www.openhub.net/p/mercurial,GPL-2.0+,http://selenic.com/repo/hg,,,,,,,,,,,,
3876,  mooseguy_blog_system||mgbs,,mooseguy_blog_system,mgbs,MGBS,Mooseguy Blog System,"JavaScript,PHP",http://sourceforge.net/projects/mgbs/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/mgbs/files/,,,,,,,,,,,,
3877,  mindmeld||mindmeld,,mindmeld,mindmeld,Mindmeld,,PHP,http://sourceforge.net/projects/mindmeld/,"GNU General Public License version 2.0 (GPLv2),Other License",http://sourceforge.net/projects/mindmeld/files/,,,,,,,,,,,,
3878,  mindtouch||dekiwiki,,mindtouch,dekiwiki,MindTouch DekiWiki,,"C#,JavaScript,PHP",https://www.openhub.net/p/deki,"GPL-2.0+,LGPL",https://svn.mindtouch.com/source/public/dekiwiki/trunk,,,,,,,,,,,,
3880,  mondo||rescue,,mondo,rescue,Mondo Rescue,,C,http://www.mondorescue.org/,GPL-2.0+,svn://svn.mondorescue.org/mondorescue/devel,svn://svn.mondorescue.org/mondorescue/branches,,,,,,,,,,,
3881,  lavrsen||motion  apple||motion,  lavrsen||motion  apple||motion,lavrsen,motion,Motion,,C,https://github.com/sackmotion/motion,GNU General Public License version 2.0 (GPLv2),https://github.com/sackmotion/motion.git,,,,,,,,,,,,
3882,  lavrsen||motion  apple||motion,  lavrsen||motion  apple||motion,apple,motion,Motion,,C,https://github.com/sackmotion/motion,GNU General Public License version 2.0 (GPLv2),https://github.com/sackmotion/motion.git,,,,,,,,,,,,
3883,  matt_kimball_and_roger_wolff||mtr  mtr||mtr,  matt_kimball_and_roger_wolff||mtr  mtr||mtr,matt_kimball_and_roger_wolff,mtr,mtr,,C,https://github.com/traviscross/mtr,GNU General Public License version 2.0 (GPLv2),https://github.com/traviscross/mtr.git,,,,,,,,,,,,
3884,  matt_kimball_and_roger_wolff||mtr  mtr||mtr,  matt_kimball_and_roger_wolff||mtr  mtr||mtr,mtr,mtr,mtr,,C,https://github.com/traviscross/mtr,GNU General Public License version 2.0 (GPLv2),https://github.com/traviscross/mtr.git,,,,,,,,,,,,
3885,  mucommander||mucommander,,mucommander,mucommander,muCommander,,Java,https://github.com/mucommander/mucommander,GPL-3.0+,https://github.com/mucommander/mucommander.git,,,,,,,,,,,,
3886,  mvnforum||mvnforum  myvietnam||mvnforum,  mvnforum||mvnforum  myvietnam||mvnforum,mvnforum,mvnforum,mvnForum,,Java,http://sourceforge.net/projects/mvnforum/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@mvnforum.cvs.sourceforge.net:/cvsroot/mvnforum mvnforumweb,,,,,,,,,,,,
3887,  mvnforum||mvnforum  myvietnam||mvnforum,  mvnforum||mvnforum  myvietnam||mvnforum,myvietnam,mvnforum,mvnForum,,Java,http://sourceforge.net/projects/mvnforum/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@mvnforum.cvs.sourceforge.net:/cvsroot/mvnforum mvnforumweb,,,,,,,,,,,,
3888,  mycrocms||mycrocms,,mycrocms,mycrocms,MycroCMS,,PHP,http://sourceforge.net/projects/mycrocms/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@mycrocms.cvs.sourceforge.net:/cvsroot/mycrocms mycrocms/,,,,,,,,,,,,
3889,  net_activity_viewer||net_activity_viewer,,net_activity_viewer,net_activity_viewer,Net Activity Viewer,,C,http://sourceforge.net/projects/netactview/,GNU General Public License version 2.0 (GPLv2),bzr://netactview.bzr.sourceforge.net/bzrroot/netactview (read-only) bzr+ssh://*anonymous@netactview.bzr.sourceforge.net/bzrroot/netactview (read/write),,,,,,,,,,,,
3890,  netoffice||dwins,,netoffice,dwins,netOffice Dwins,,"JavaScript,PHP",http://sourceforge.net/projects/netofficedwins/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@netofficedwins.cvs.sourceforge.net:/cvsroot/netofficedwins netofficedwins,,,,,,,,,,,,
3891,  phprisk||netrisk  netrisk||netrisk,  phprisk||netrisk  netrisk||netrisk,phprisk,netrisk,NetRisk,,"JavaScript,PHP",http://sourceforge.net/projects/netrisk,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous@netrisk.cvs.sourceforge.net:/cvsroot/netrisk,,,,,,,,,,,,
3892,  phprisk||netrisk  netrisk||netrisk,  phprisk||netrisk  netrisk||netrisk,netrisk,netrisk,NetRisk,,"JavaScript,PHP",http://sourceforge.net/projects/netrisk,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous@netrisk.cvs.sourceforge.net:/cvsroot/netrisk,,,,,,,,,,,,
3893,  openca||openca_pki,,openca,openca_pki,OpenCA PKI,,"Perl,C,JavaScript",https://pki.openca.org/projects/openca/,BSD License,https://pki.openca.org/projects/openca/openca-sources.shtml,,,,,,,,,,,,
3894,  openmosix_project||openmosix,,openmosix_project,openmosix,openMosix,,C,https://www.openhub.net/p/openmosix,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@openmosix.cvs.sourceforge.net:/cvsroot/openmosix linux-openmosix,,,,,,,,,,,,
3895,  openwsman||openwsman,,openwsman,openwsman,Openwsman,,C,https://www.openhub.net/p/openwsman,BSD-3-Clause,https://github.com/Openwsman/openwsman.git,,,,,,,,,,,,
3896,  pacercms||pacercms,,pacercms,pacercms,PacerCMS,,"PHP,GettextCatalog",https://github.com/pacercms/pacercms,GPL-2.0+,https://github.com/PacerCMS/pacercms.git,,,,,,,,,,,,
3897,  charles_kerr||pan  pan||pan,  charles_kerr||pan  pan||pan,charles_kerr,pan,Pan,,C++,https://www.openhub.net/p/pan,GPL-2.0+,git://git.gnome.org/pan2,,,,,,,,,,,,
3898,  charles_kerr||pan  pan||pan,  charles_kerr||pan  pan||pan,pan,pan,Pan,,C++,https://www.openhub.net/p/pan,GPL-2.0+,git://git.gnome.org/pan2,,,,,,,,,,,,
3899,  python_software_foundation||paramiko,,python_software_foundation,paramiko,Paramiko,,Python,https://github.com/paramiko/paramiko,GNU LESSER GENERAL PUBLIC LICENSE Version 2.1,git://github.com/paramiko/paramiko,,,,,,,,,,,,
3900,  peercast||peercast,,peercast,peercast,Peercast,,C++,https://www.openhub.net/p/5485,GPL-2.0+,svn://peercast.org/peercast/trunk,,,,,,,,,,,,
3901,  phpblock||phpblock,,phpblock,phpblock,PHPBlock,,PHP,http://sourceforge.net/projects/phpblock/,GNU Library or Lesser General Public License version 2.0 (LGPLv2),svn://svn.code.sf.net/p/phpblock/code/trunk,,,,,,,,,,,,
3902,  pau_rodriguez||phpkrm,,pau_rodriguez,phpkrm,PHPkrm,,PHP,https://www.openhub.net/p/phpkrm,GNU General Public License version 2.0 (GPLv2),http://phpkrm.googlecode.com/svn/trunk/,,,,,,,,,,,,
3903,  sourceforge||phpmyclub,,sourceforge,phpmyclub,PHPMyClub,,"JavaScript,PHP",http://sourceforge.net/projects/phpmyclub/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/phpmyclub/code/trunk,,,,,,,,,,,,
3904,  phpprofiles||phpprofiles,,phpprofiles,phpprofiles,PHPProfiles,,PHP,http://sourceforge.net/projects/phpprofiles/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/phpprofiles/files/?source=navbar,,,,,,,,,,,,
3905,  php_running_management||phprunman,,php_running_management,phprunman,PHPRunMan,PHP Running Management,"PHP,PL/SQL",http://sourceforge.net/projects/phprunman/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/phprunman/files/?source=navbar,,,,,,,,,,,,
3906,  portail_web_php||portail_web_php,,portail_web_php,portail_web_php,Portail Web PHP,,"JavaScript,PHP",https://www.openhub.net/p/portail-web-php,GNU General Public License version 2.0 (GPLv2),https://portail-web-php.svn.sourceforge.net/svnroot/portail-web-php/trunk/,,,,,,,,,,,,
3907,,,pnotepad,programmers_notepad,Programmer's Notepad,,"C++,Pascal",https://github.com/simonsteele/pn,,git://github.com/simonsteele/pn.git,,,,,,,,,,,,
3908,  promanager||promanager,,promanager,promanager,ProManager,,PHP,http://sourceforge.net/projects/promanager/,Public Domain,:pserver:anonymous:@promanager.cvs.sourceforge.net:/cvsroot/promanager promanager/,,,,,,,,,,,,
3909,  quantum_game_library||quantum_game_library,,quantum_game_library,quantum_game_library,Quantum Game Library,,"JavaScript,PHP",http://sourceforge.net/projects/quantumstar/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/quantumstar/code/trunk,,,,,,,,,,,,
3910,  quinsonnas||quinsonnas_mail_checker,,quinsonnas,quinsonnas_mail_checker,Quinsonnas Mail Checker,,PHP,http://sourceforge.net/projects/quinsonnas/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/quinsonnas/files/,,,,,,,,,,,,
3912,  sarab||sarab,,sarab,sarab,SaraB,,UnixShell,http://sourceforge.net/projects/sarab/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/sarab/code/Branches,,,,,,,,,,,,
3913,  pedro_lineu_orso||sarg,,pedro_lineu_orso,sarg,Sarg,,C,https://www.openhub.net/p/sarg,GPL-2.0+,git://git.code.sf.net/p/sarg/code,,,,,,,,,,,,
3914,  sdl||sdl_image,,sdl,sdl_image,SDL_image,,C,https://www.openhub.net/p/sdl_image,Zlib,http://hg.libsdl.org/SDL_image/,,,,,,,,,,,,
3915,,,sflog,sflog,sflog!,,PHP,http://sourceforge.net/projects/sflog/,GNU General Public License version 2.0 (GPLv2),https://sourceforge.net/projects/sflog/,,,,,,,,,,,,
3916,  silc||silc,,silc,silc,SILC,,C,https://www.openhub.net/p/silc,"BSD-4-Clause-UC, GPL-2.0+",:pserver:cvs:silc@cvs.silcnet.org:/cvs/silc silc,,,,,,,,,,,,
3917,  singapore||singapore,,singapore,singapore,Singapore,,PHP,http://sourceforge.net/projects/singapore/,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous@singapore.cvs.sourceforge.net:/cvsroot/singapore,,,,,,,,,,,,
3918,  sipp||sipp  icewalkers||sipp,  sipp||sipp  icewalkers||sipp,sipp,sipp,SIPp,,C++,http://sourceforge.net/projects/sipp/,GNU General Public License version 2.0 (GPLv2),git://git.code.sf.net/p/sipp/git,,,,,,,,,,,,
3919,  sipp||sipp  icewalkers||sipp,  sipp||sipp  icewalkers||sipp,icewalkers,sipp,SIPp,,C++,http://sourceforge.net/projects/sipp/,GNU General Public License version 2.0 (GPLv2),git://git.code.sf.net/p/sipp/git,,,,,,,,,,,,
3920,  spyce||spyce,,spyce,spyce,Spyce,,Python,http://sourceforge.net/projects/spyce/,OSI-Approved Open Source,svn://svn.code.sf.net/p/spyce/code/trunk,,,,,,,,,,,,
3921,  codeplex||subsonic,,codeplex,subsonic,SubSonic,,C#,https://github.com/subsonic/SubSonic-3.0,?New BSD License,git://github.com/subsonic/SubSonic-3.0.git master,,,,,,,,,,,,
3923,  testmaker||testmaker,,testmaker,testmaker,testMaker,,PHP,http://sourceforge.net/projects/testmaker/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/testmaker/code/trunk,,,,,,,,,,,,
3924,  tintin||wintin++,,tintin,wintin++,WinTin++,,"C,C#,C++",http://sourceforge.net/projects/wintin/?source=directory,Artistic License,http://wixtin.googlecode.com/svn/trunk,,,,,,,,,,,,
3925,  thomas_perez||tribisur,,thomas_perez,tribisur,Tribisur,,Java,http://sourceforge.net/projects/tribisur/,GNU LESSER GENERAL PUBLIC LICENSE Version 2.1,http://sourceforge.net/projects/tribisur/files/,,,,,,,,,,,,
3926,  fonality||trixbox  trixbox||trixbox,  fonality||trixbox  trixbox||trixbox,fonality,trixbox,trixbox,,PHP,http://sourceforge.net/projects/asteriskathome/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/asteriskathome/files/,,,,,,,,,,,,
3927,  fonality||trixbox  trixbox||trixbox,  fonality||trixbox  trixbox||trixbox,trixbox,trixbox,trixbox,,PHP,http://sourceforge.net/projects/asteriskathome/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/asteriskathome/files/,,,,,,,,,,,,
3928,  info-zip||unzip,,info-zip,unzip,unzip,,C,http://sourceforge.net/projects/infozip/,,https://vcs.maemo.org/svn/zip-unzip/trunk,,,,,,,,,,,,
3929,  v-webmail||v-webmail  christof_bruyland||v-webmail,  v-webmail||v-webmail  christof_bruyland||v-webmail,v-webmail,v-webmail,V-webmail,,"JavaScript,PHP,Html",https://www.openhub.net/p/v-webmail,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@v-webmail.cvs.sourceforge.net:/cvsroot/v-webmail v-webmail/,,,,,,,,,,,,
3930,  v-webmail||v-webmail  christof_bruyland||v-webmail,  v-webmail||v-webmail  christof_bruyland||v-webmail,christof_bruyland,v-webmail,V-webmail,,"JavaScript,PHP,Html",https://www.openhub.net/p/v-webmail,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@v-webmail.cvs.sourceforge.net:/cvsroot/v-webmail v-webmail/,,,,,,,,,,,,
3931,  duda||webalbum  web-album||webalbum,  duda||webalbum  web-album||webalbum,duda,webalbum,WEBalbum,,"JavaScript,Ruby",https://www.openhub.net/p/webalbum,GPL-2.0+,http://webalbum.googlecode.com/svn/trunk,,,,,,,,,,,,
3932,  duda||webalbum  web-album||webalbum,  duda||webalbum  web-album||webalbum,web-album,webalbum,WEBalbum,,"JavaScript,Ruby",https://www.openhub.net/p/webalbum,GPL-2.0+,http://webalbum.googlecode.com/svn/trunk,,,,,,,,,,,,
3933,  webchamado||webchamado,,webchamado,webchamado,WebChamado,,PHP,http://sourceforge.net/projects/webchamado/,GNU General Public License version 2.0 (GPLv2),https://svn.code.sf.net/p/webchamado/code/php,,,,,,,,,,,,
3934,  paul_pelzl||wyrd,,paul_pelzl,wyrd,wyrd,,ObjectiveCaml,https://www.openhub.net/p/wyrd-remind,GPL-2.0+,https://code.launchpad.net/wyrd/trunk,,,,,,,,,,,,
3935,  xpweb||xpweb,,xpweb,xpweb,XPWeb,,PHP,http://sourceforge.net/projects/xpweb,GNU General Public License version 2.0 (GPLv2),:pserver:anonymous:@xpweb.cvs.sourceforge.net:/cvsroot/xpweb xpweb/,,,,,,,,,,,,
3936,  yblog||yblog  y-blog||yblog,  yblog||yblog  y-blog||yblog,yblog,yblog,yBlog,,PHP,http://sourceforge.net/projects/y-blog/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/y-blog/files/,,,,,,,,,,,,
3937,  yblog||yblog  y-blog||yblog,  yblog||yblog  y-blog||yblog,y-blog,yblog,yBlog,,PHP,http://sourceforge.net/projects/y-blog/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/y-blog/files/,,,,,,,,,,,,
3938,  python||pillow,,python,pillow,Pillow,Python Pillow,"Python,C",https://github.com/python-pillow/Pillow,,https://github.com/python-pillow/Pillow.git,,,,,,,,,,,,
3939,  fluxbb||fluxbb,,fluxbb,fluxbb,FluxBB,,"PHP,CSS",https://github.com/fluxbb/fluxbb,GNU General Public License version 2.0 (GPLv2),https://github.com/fluxbb/fluxbb.git,,,,,,,,,,,,
3940,  padl_software||nss_ldap,,padl_software,nss_ldap,nss_ldap,,C,https://github.com/PADL/nss_ldap,GNU Library General Public License version 2,https://github.com/PADL/nss_ldap.git,,,,,,,,,,,,
3941,  padl_software||pam_ldap,,padl_software,pam_ldap,pam_ldap,,C,https://www.openhub.net/p/pam_ldap,LGPL-3.0,http://www.padl.com/OSS/pam_ldap.html,,,,,,,,,,,,
3942,  libapreq2||libapreq2,,libapreq2,libapreq2,Libapreq2,,C,http://httpd.apache.org/apreq/,Apache License,http://httpd.apache.org/apreq/download.cgi,,,,,,,,,,,,
3943,  cameron_simpson||adzapper,,cameron_simpson,adzapper,adzapper,,Perl,http://adzapper.sourceforge.net/,BSD license,http://freecode.com/projects/squid_redirect/,,,,,,,,,,,,
3944,  francesco_stablum||tcpick,,francesco_stablum,tcpick,tcpick,,"Shell,C",http://tcpick.sourceforge.net,GNU GENERAL PUBLIC LICENSE Version 2,https://github.com/athomason/tcpick.git,,,,,,,,,,,,
3945,  kaffeine||kaffeine_player,,kaffeine,kaffeine_player,Kaffeine Player,,C++,http://kaffeine.kde.org/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/kaffeine/,,,,,,,,,,,,
3946,  pam-mysql||pam-mysql,,pam-mysql,pam-mysql,pam-mysql,,C,http://pam-mysql.sourceforge.net/,GNU General Public License version 2.0 (GPLv2),http://pam-mysql.sourceforge.net/,,,,,,,,,,,,
3947,  phpjournaler||phpjournaler,,phpjournaler,phpjournaler,PHPjournaler,,PHP,http://sourceforge.net/projects/phpjournaler/,GNU Library or Lesser General Public License version 2.0 (LGPLv2),http://sourceforge.net/projects/phpjournaler/,,,,,,,,,,,,
3948,  richard_dawe||file_extattr,,richard_dawe,file_extattr,File ExtAttr,,"Perl,C",https://github.com/richdawe/file-extattr,The Perl 5 License (Artistic 1 & GPL 1),http://search.cpan.org/dist/File-ExtAttr/,,,,,,,,,,,,
3949,  scoznet||scozbook,,scoznet,scozbook,ScozBook,,PHP,http://sourceforge.net/projects/scozbook/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/scozbook/files/scozbook/,,,,,,,,,,,,
3950,  stefan_frings||sms_server_tools,,stefan_frings,sms_server_tools,SMS Server Tools,,C,http://smstools3.kekekasvi.com/index.php,GPL-2.0+,http://smstools3.kekekasvi.com/index.php?p=packages,,,,,,,,,,,,
3951,  rasmp||rasmp,,rasmp,rasmp,raSMP,,"PHP,PL/SQL",http://sourceforge.net/projects/rasmp/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/rasmp/,,,,,,,,,,,,
3952,  nkads||nkads,,nkads,nkads,NKAds,,PHP,http://nkads.nkstudios.net/,GNU General Public License,http://sourceforge.net/projects/nkads/,,,,,,,,,,,,
3953,  lizard_cart||lizard_cart_cms,,lizard_cart,lizard_cart_cms,Lizard Cart CMS,,"JavaScript,PHP",http://sourceforge.net/projects/lizardcart/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/lizardcart/files/,,,,,,,,,,,,
3954,  idv_directory_viewer||idv_directory_viewer,,idv_directory_viewer,idv_directory_viewer,IDV Directory Viewer,,PHP,http://idv.sourceforge.net/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/idv/files/idv/,,,,,,,,,,,,
3955,  ralph_capper||tinyphpforum  tinyphpforum||tinyphpforum,  ralph_capper||tinyphpforum  tinyphpforum||tinyphpforum,ralph_capper,tinyphpforum,TinyPHPForum,Tiny PHP Forum,PHP,http://ralpharama.co.uk/tpf/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/tinyphpforum/files/tinyphpforum/,,,,,,,,,,,,
3956,  ralph_capper||tinyphpforum  tinyphpforum||tinyphpforum,  ralph_capper||tinyphpforum  tinyphpforum||tinyphpforum,tinyphpforum,tinyphpforum,TinyPHPForum,Tiny PHP Forum,PHP,http://ralpharama.co.uk/tpf/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/tinyphpforum/files/tinyphpforum/,,,,,,,,,,,,
3957,  adn_forum||adn_forum,,adn_forum,adn_forum,ADN Forum,,PHP,http://adnforum.sourceforge.net/,GNU General Public License,http://sourceforge.net/projects/adnforum/files/adnforum/,,,,,,,,,,,,
3958,  thewebforum||thewebforum,,thewebforum,thewebforum,TheWebForum,,PHP,http://sourceforge.net/projects/twf/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/twf/files/twf/,,,,,,,,,,,,
3959,  427bb||fourtwosevenbb  fourtwosevenbb||427bb,  427bb||fourtwosevenbb  fourtwosevenbb||427bb,427bb,fourtwosevenbb,fourtwosevenbb,427BB,PHP,http://sourceforge.net/projects/fourtwosevenbb/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/fourtwosevenbb/files/fourtwosevenbb/,,,,,,,,,,,,
3960,  427bb||fourtwosevenbb  fourtwosevenbb||427bb,  427bb||fourtwosevenbb  fourtwosevenbb||427bb,fourtwosevenbb,427bb,427bb,fourtwosevenbb,PHP,http://sourceforge.net/projects/fourtwosevenbb/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/fourtwosevenbb/files/fourtwosevenbb/,,,,,,,,,,,,
3961,  myphpim||myphpim,,myphpim,myphpim,myPHPim,,PHP,http://sourceforge.net/projects/myphpim/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/myphpim/files/Myphpim/,,,,,,,,,,,,
3962,  foxrum||foxrum,,foxrum,foxrum,foxrum,,PHP,http://foxrum.sourceforge.net/,GNU General Public License,http://sourceforge.net/projects/foxrum/files/foxrum%204.0.4/,,,,,,,,,,,,
3963,  venom_board||venom_board,,venom_board,venom_board,Venom Board,Venom Board Message Forum,PHP,http://sourceforge.net/projects/venomboard/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/venomboard/files/venomboard/,,,,,,,,,,,,
3964,  woah-projekt||phgstats,,woah-projekt,phgstats,phgstats,phgstats - PHP game server status,PHP,http://woah-projekt.de/,BSD License,http://sourceforge.net/projects/phgstats/files/phgstats/,,,,,,,,,,,,
3965,,,acal,calendar_project,ACal Calendar,,PHP,http://acalproj.sourceforge.net/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/acalproj/code/trunk,,,,,,,,,,,,
3965,,,acal,acal,ACal Calendar,,PHP,http://acalproj.sourceforge.net/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/acalproj/code/trunk,,,,,,,,,,,,
3966,  serial_line_sniffer||serial_line_sniffer,,serial_line_sniffer,serial_line_sniffer,Serial line sniffer,,C,http://sourceforge.net/projects/slsnif/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/slsnif/files/slsnif/,,,,,,,,,,,,
3967,  wordcircle||wordcircle,,wordcircle,wordcircle,wordcircle,,PHP,http://sourceforge.net/projects/wordcircle/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/wordcircle/files/wordcircle/,,,,,,,,,,,,
3968,  light_weight_calendar||light_weight_calendar,,light_weight_calendar,light_weight_calendar,Light Weight Calendar,,PHP,http://sourceforge.net/projects/lwcal/,BSD License,http://sourceforge.net/projects/lwcal/files/lwc/,,,,,,,,,,,,
3969,  tanklogger||tanklogger,,tanklogger,tanklogger,TankLogger,,PHP,http://tanklogger.sourceforge.net/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/tanklogger/files/tanklogger/,,,,,,,,,,,,
3970,  libast||libast,,libast,libast,LibAST,Library of Assorted Spiffy Things,C,http://freecode.com/projects/libast/,BSD Original,http://freecode.com/projects/libast/,,,,,,,,,,,,
